"rest_num","rest_name","rest_img","rest_addr","rest_menu","rest_time","rest_detail"
96,신안촌,95,서울특별시 종로구 경희궁2길 14-4,연포탕,평일 11:30 ~ 22:00 (브레이크타임 15:00 ~ 17:00) 토요일 11:30 ~ 20:00,"※ 영업시간

평일 11:30 ~ 22:00 (브레이크타임 15:00 ~ 17:00)

토요일 11:30 ~ 20:00

※ 식품의약품안전처 음식점 위생등급 : 매우 우수(2017년)

경복궁역과 광화문역 사이, 정부 기관과 회사가 즐비한 이곳에 정성이 가득 들어간 맛깔스러운 남도음식점이 있다. 낙지, 홍어 전문점인 이곳은 대통령 맛집으로 많이 알려졌다.

대표 메뉴는 낙지꾸리로 상표출원을 했다. 기다란 나무 꼬치에 참기름을 발라 은은하게 구워 먹는 낙지꾸리는 남도에서 일반밥상이 아닌 큰 진상에 올리는 고급요리다. 낙지꾸리 외에도 연하고 시원하면서 담백한 연포탕과 메생이탕이 있다. 삼합, 무침, 홍어찜, 전 등 홍어 요리와 계절별 신선한 남도 음식도 즐길 수 있다."
97,[백년가게]하나로회관,96,서울특별시 종로구 인사동5길 25,한정식,"11:30 ~ 22:00","2대에 걸쳐 운영되는 한정식 전문점"
98,왕비집,97,서울특별시 중구 명동8가길 26,갈비정식,"10:00 ~ 22:00 (라스트오더 21:30 / 브레이크타임 14:00-17:00)","명동 인근에 위치한 숯불화로구이 전무넞ㅁ이다. 한국적인 모티브로 모던하게 꾸민 실내가 인상적이며, 농협안심한우 살치살, 안심스테이크, 등심 등 생고기와 양념왕갈비, 양념갈비살 등 구이용 고기 메뉴와 돼지갈비 정식, 차돌박이 정식 등의 식사 메뉴가 인기 있다.

명동역에 인접한 가게이며, 전통 한식 분위기에서 숯불고기를 먹을 수 있는 곳이다."
99,종가집,98,서울특별시 종로구 인사동길 15-13,한우생등심,"11:00 ~ 22:00","황소곱창구이 전문 음식점으로 유명한 종가집은 서울시 종로구 인사동 사거리에 자리하고 있다. 곱창 특유의 고소하고 구수한 냄새가 골목 입구에서부터 지나가는 사람들의 발길을 잡아 끄는 종가집은 해질녘이면 술을 좋아하는 사람들이 삼삼오오 찾아드는 곳이다. 식당의 내부는 여느 곱창집들과 달리 깨끗하고 정갈하게 정리되어 있고, 밝은 나무 테이블과 의자가 한층 부드러운 느낌을 더해준다. 식사 메뉴로는 한우생등심, 황소 양깃머리구이, 황소 모듬곱창구이, 황소 알곱창구이, 버섯낙지곱창전골 등이 있으며, 안주 메뉴도 푸짐하여 애주가들이 많이 찾는다. 좋은 식재료를 청결하고 위생적으로 관리하고 조리하기 때문에 곱창을 처음 먹는 사람들도 거부감없이 고소한 곱창의 맛을 제대로 느낄 수 있다."
100,양반댁,99,서울특별시 종로구 인사동길 19-18,진지상,"11:30 ~ 21:00 (브레이크타임 15:00 ~ 17:00, 주문마감 20:00)",고급스러운 인사동한정식
101,사찰음식 전문점 발우공양,100,서울특별시 종로구 우정국로 56,사찰음식,- 점심 11:30~15:00- 저녁 18:00~21:30,"식탁 위 힐링, 정통성이 남다른 사찰음식 전문점"
102,오우가,101,서울특별시 중구 명동8가길 42,고추장불고기 정식,"11:00 ~ 22:00",한식의 색다른 맛과 전통의 멋
103,미학 상차림,102,서울특별시 종로구 사직로8길 34 경희궁의아침 3단지,생선 상차림,평일 11:30 ~ 21:00 (breaktime 15:00 ~ 17:30),"미학 상차림은 당일 도정한 쌀로 솥밥을 해서 생선, 젓갈, 고기로 한 상을 차려주는 한식당이다. 특히 이 곳의 식기는 도예가 명인이 만든 것으로, 음식과 함께 준비되는 각 소품 하나하나도 세심한 손길이 느껴진다. 가게 내부의 인테리어는 모던하고 깔끔하며 전반적으로 세련된 분위기이다. 통유리로 분리된 공간도 있어서 프라이빗한 식사도 가능하다. 집밥이 그리울 때 방문하기에 좋은 식당이다."
104,안동국시소람,103,서울특별시 종로구 인사동9길 16,국시 / 국밥,"11:00 ~ 21:30 (브레이크타임 15:00 ~ 17:00 라스트오더 20:50)",안동 국수 전문점
105,엘 샌드위치,104,서울특별시 종로구 율곡로4길 14,바질치킨 샌드위치 / 아보카도 샌드위치,"07:00~20:00토요일 10:00~14:00",브런치 맛집
106,인사동그집,105,서울특별시 종로구 인사동12길 3,인사동해물온밥,"11:00 ~ 21:00",정갈한 우리음식을 더욱 맛나게!
107,청와옥 을지로3가 직영점,106,서울특별시 중구 을지로 110,순댓국밥,"08:00 ~ 22:00",MBC <놀면뭐하니>에서 유재석씨가 순댓국을 먹었던 식당으로 더 유명
108,인사동큰집,107,서울특별시 종로구 인사동6길 7,큰집한정식,"10:00 ~ 22:00",분위기 좋은 인사동 한정식
109,사조참치,108,서울특별시 서대문구 통일로 107-39,참치회,"11:00~22:00",신선하고 다양한 맛의 참치 요리 전문점
110,한일장,109,서울특별시 종로구 수표로 94,"한우불고기, 4색튀김 불고기","11:00-22:00(15:00 ~ 17:00 브레이크 타임)",각종 모임 장소로 알맞은 한식 전문점
111,한일옥,110,전라북도 군산시 구영3길 63,무우국,"06:00 ~ 21:30",소고기뭇국과 육회비빔밥이 맛있는 군산 유일무이 맛집
112,개성만두 궁,111,서울특별시 종로구 인사동10길 11-3,개성 김치만두전골,일요일 - 화요일 11:30~20:00(라스트오더 19:20) / 수요일 - 토요일 11:30 ~ 21:30(라스트오더 20:50),"개성만두 궁은 2021 미쉐린 가이드에 선정된 곳으로 인사동에서 30여 년간 3대째 운영하고 있는 개성만두전문 음식점이다. 야채가 많이 들어가 개운하고 담백한 맛을 특징으로 한다. 시집와서 시어머니에게 배운 만두를 빚어오신 할머니가 처음 가게를 내어 시작을 했고 며느리에게 그 비법을 전수했으며, 지금도 손수 빚고 그 과정을 함께하신다고 한다. 이 만두와 소고기 사골, 국내산 돼지고기, 재료들로 만든 만두전골은 깊고 시원하며 담백한 맛이 일품이다. 또한 검정 돼지보쌈이나 녹두전 등 다양한 메뉴 등을 선보이고 있으며, 깔끔하고 소박한 한국적인 인테리어로 인사동의 맛집으로 자리매김하고 있다. 식사로도 많이 이용하고 저녁엔 술안주로도 인기 있으며, 인사동에 위치한 만큼 다양한 외국인 관광객들로 붐비는 곳이다."
113,사동면옥,112,서울특별시 종로구 인사동8길 9,만둣국 / 만두전골 / 냉면,"10:00 ~ 22:00",뜨끈한 만두전골과 왕만두가 일품인 맛집
114,사랑채,113,울산광역시 중구 내약길 62,오리구이,월~토 12:00 ~ 21:00 (브레이크타임 15:30 ~ 16:30) / 일요일 12:00 ~ 20:30,아늑한 분위기 속에서 즐기는 건강한 오리요리
115,풍류사랑,114,서울특별시 종로구 인사동8길 12-7,한정식,"16:00 ~ 22:00(점심 식사는 예약 필요)",향토음식 전문점
116,[백년가게]선천집,115,서울특별시 종로구 인사동14길 5,불고기,"11:00~22:00 (전화문의)",오마이 손맛 보러 오시라요
117,산촌,116,서울특별시 종로구 인사동길 30-13,점심 / 저녁,"12:00 ~ 20:30",천연 그대로의 맛을 즐길 수 있는 사찰 음식 전문점
118,이모집,117,서울특별시 종로구 인사동14길 5-3,불고기 / 모둠전,"12:00 ~ 22:00","이모집은 숯불에 구운 연탄 불고기와 모둠전으로 유명한 음식점이다. 이 외에도 낙지볶음, 북어구이, 간장게장 등 다양한 메뉴가 있다.한옥의 분위기를 잘 살려낸 가정집을 연상케 하는 음식점이다. 정갈하게 차려내는 10여가지의 기본찬이 준비되며 게장과 불고기는 기본 가격외에 5천원을 추가하면 식사와 함께 즐길 수 있다."
119,정선곤드레쌈밥,118,서울특별시 종로구 인사동12길 11,정선곤드레쌈밥 정식,"11:20 ~ 19:30 (브레이크타임 14:30~17:20)",건강한 메뉴를 선보이는 인사동길 곤드레쌈밥 맛집
120,평래옥,119,서울특별시 중구 마른내로 21-1,평양냉면,"11:00~22:00(브레이크타임 15:30~17:00 / 라스트오더 21:00)",시원한 초계탕 한 그릇
121,최대감네,120,서울특별시 종로구 인사동8길 12-3,상추샤브정식,"11:30~21:00 (라스트오더 20:30)",고즈넉한 한옥집에서 맛보는 한식 밥상
122,채식요리전문점 오세계향,121,서울특별시 종로구 인사동12길 14-5,불구이쌈밥,"11:30 ~ 21:00 (브레이크타임 15:30 ~ 17:00)","문화예술의 거리 서울 인사동에 위치한 채식요리전문점이다. 채식문화의 보급을 선도하고, 놀랍고 다양한 채식요리를 선보인다."
123,인사동 옥정,122,서울특별시 종로구 인사동12길 18,한정식,"11:30 ~ 22:00","인사동에 자리 잡고 있는 옥정은 경북 청송에서 유명한 달기 약수로 대추, 밤, 인삼, 은행 등을 넣어 지은 영양돌솥밥과 청송 달기백숙을 대표 메뉴로 하고 있다."
124,"꽃,밥에피다",123,서울특별시 종로구 인사동16길 3-6,"유기농 한우 떡불고기, 흑산도산 우럭찜, 보자기비빔밥","11:30~21:00(브레이크타임 15:00~17:30)",건강하고 아름다운 친환경 레스토랑
125,중림장설렁탕,124,서울특별시 중구 청파로 459-1,설렁탕,"09:00~22:00 (토~일: 9:00~21:00)","50년 전통의 충정로 설렁탕 맛집"
126,인사동 촌,125,서울특별시 종로구 인사동14길 19,북촌정식,"11:00~21:00",담백하고 풍성한 맛이 일품인 한식 전문점
127,"1992남산돈까스",126,서울특별시 중구 소파로 23,"돈까스, 생선가스","09:00 - 22:00","1992년 남산에서 돈가스를 판매한 30년 역사의 수제 돈가스 전문점으로 2015년 이후부터 현재는 백범광장 맞은편에서 영업 중이다. 가게 간판명은 '남산돈가스'다. 옛날 돈가스와 함께 수프, 김치, 깍두기, 고추와 쌈장을 반찬으로 제공하고 있으며, 수프와 반찬은 무한리필이다. 식당 벽에는 'SINCE 1992 박제민 남산돈까스 최초집 역사'라고 안내되어 있다.
남산 돈가스는 1980년~90년대 남산 케이블카가 서울 여행의 인기 코스로 자리 잡으면서 외식 메뉴로 흔하지 않던 '돈가스' 식당들이 남산 케이블카 주변으로 하나 둘 들어서기 시작하면서 이름나기 시작했다.
지하철 4호선 회현역 4번 출구에서 450m 거리에 위치해 있다."
128,뉘조,127,서울특별시 종로구 인사동14길 27,우슬초(런치),"11:30 ~ 21:30 (주문마감 20:00)","특별한 날, 건강한 한정식코스"
129,HEMLAGAT (헴라갓),128,서울특별시 중구 소공로3길 35,스웨덴 가정식,"11:30 ~ 21:30 (브레이크타임 14:00 ~ 17:30)",스웨덴 가정식 요리
130,고향풍천장어,129,서울특별시 종로구 수표로 134,"민물장어 구이 (소금구이, 양념구이)","16:00~22:00 (토요일은 전화문의)","서울 익선동에 위치해 있는 10년이상 전통의 토종 민물장어전문점이다. 주변에 익선동, 창덕궁 등 볼거리가 많아 관광 후 들르기 좋다."
131,통의동 국빈관,130,서울특별시 종로구 자하문로2길 17-4,"한우1++티본, 연탄 양념 소갈비, 특상 한우 짤갈비 모둠","11:30-15:00 / 16:30-21:30 (1부 14:15 주문마감/2부 20:00 주문마감)","운치 있는 한옥 스타일 한우전문점이다. 경복궁과 청와대 사이에 위치한 통의동 국빈관은 모든 손님을 국빈처럼 극진히 대접하겠다는 마음으로 개성 있는 4명의 셰프가 만들었다.
요즘은 쉽게 찾아볼 수 없는 연탄불을 사용하는 구이 전문점이며, 식당 내부 가운데에 위치한 중정엔 자그마한 소나무가 자리 잡고 있어 분위기 또한 그윽하게 좋다.
한우 1++ (BMS9) 짝 갈비구이와 연탄 양념 소갈비가 인기 메뉴이며, 와인 또한 곁들일 수 있어 고급스러운 한 끼를 대접받아볼 수 있고, 구이 메뉴 외 육회와 사골떡국 또한 별미이다."
132,서울원조아구찜,131,서울특별시 종로구 삼일대로 436-1,해물찜,"10:00 ~ 02:00",해산물이 싱싱하고 깔끔한 맛이 일품!
133,장군보쌈,132,서울특별시 종로구 수표로20길 22,굴보쌈,"11:30 ~ 24:00",보쌈 전문점
134,[백년가게]신안촌,133,서울특별시 종로구 사직로12길 8,낙지꾸리 / 홍어삼합,"11:30 ~ 22:00토 11:30~20:00(브레이크타임 15:00 ~ 17:00)","1986년 개업해 한옥구조로 되어 있어 옛스러운 분위기로 홍어삼합, 홍어된장국, 연포탕, 병어조림 등 다양한 전라남도 토속 음식점으로 남도에서 나고 자란 주인의 손맛을 맛볼 수 있는 곳이다. 흔치않은 메뉴인 기다란 나무 꼬치에 낙지를 말아서 은은한 불에 구워 나오는 ‘낙지꾸리’와 철마다 담그는 어리굴젓, 토하젓, 갈치젓 등도 맛볼 수 있다. 2인 이상 주문 가능한 세트정식, 3인 이상 주문 가능한 런치 스페셜 정식, 4인 이상 주문 가능한 코스요리 메뉴가 있어서 인원에 맞는 알찬 코스요리를 즐길 수 있다. 전화나 홈페이지에서 온라인 예약이 가능해 미리 예약하고 방문하는 것이 좋다."
135,안동장,134,서울특별시 중구 을지로 124,굴짬뽕,"11:30 ~ 21:30  (일요일 11:30 ~ 21:00)",굴짬뽕이 맛있는 을지로 중식당
136,낙원떡집,135,서울특별시 종로구 삼일대로 438,쑥인절미,"08:00~22:00","3대째 오랜 역사와 전통을 자랑하는 낙원떡집"
137,삼해집,136,서울특별시 종로구 수표로20길 16-15,굴보쌈 / 아귀찜,"10:30 ~ 02:00",신선한 굴과 부드러운 보쌈의 맛이 일품인 식당
138,두가헌,137,서울특별시 종로구 삼청로 14,코스요리,점심 12:00~14:30 / 티타임 14:30~17:00 / 저녁 18:00~22:00,고풍스러운 멋과 세련된 음식들을 만날 수 있는 곳
139,전주콩나물해장국,138,서울특별시 종로구 자하문로 3,콩나물국밥,"06:00 ~ 21:00",인생 해장국하면 떠오르는 집!
140,원조남산왕돈까스,139,서울특별시 중구 소파로 107,왕돈까스,매일 10:00 - 22:00,매스컴에 소개된 남산 맛집
141,아시안쿠진 경복궁점,140,서울특별시 종로구 자하문로1길 7-1,카오팟 / 그린커리 / 태국식쌀국수,평일 11:00 ~ 21:00 주말 11:30 ~ 21:00,태국음식이 맛있는 곳
142,미나미야마 본점,141,서울특별시 중구 소파로 105,왕돈가스,"11:00 ~ 21:00","45년 전통을 자랑하는 남산 돈가스 전문점"
143,뼈탄집,142,서울특별시 종로구 자하문로1길 13,매운 직화 뼈구이,평일 13:00~00:00 / 주말 12:00~00:00,통뼈삼겹살이 유명한 맛집
144,남산골산채집,143,서울특별시 중구 소파로 93,산채비빔밥 / 샐러드 돈까스 비빔밥,"11:00~21:00 (라스트오더 20:15)","건강하고 맛있는 한 끼, 남산 데이트 코스로 딱 좋은 맛집"
145,다래국수,144,서울특별시 종로구 자하문로1길 12,잔치국수,전화문의 요망,서촌에 세종마을음식문화거리에 좁은 골목을 지나 위치한 다래국수집이다. 인근 어르신들의 단골 맛집 같은 분위기의 파전과 잔치국수 맛집이다. 가게 안은 협소하나 정감있는 분위기이다.
146,"101번지남산돈까스본점",145,서울특별시 중구 소파로 101,원조왕돈가스,"11:00 ~ 21:00","남산 주변에는 남산돈까스라는 이름의 식당이 많다 보니 구별하기 쉽게 식당 이름에 아예 식당 주소의 번지수 101을 넣은 돈가스 전문점이다. 원조왕돈가스, 매운돈가스, 치즈돈가스 등 다양한 종류의 돈가스와 생선가스, 모듬정식, 냉메밀 등을 판매한다. 돈가스가 나오기 전에 수프가 제공되며, 돈가스의 느끼함을 덜어주는 초록 고추를 쌈장과 함께 제공한다. 방송에 소개되어 입소문을 타고 오는 사람들이 많다. 남산 순환로 남산백범광장 맞은편에 있다."
